Order_ID,Order_Date,Order_Priority,Ord_id,Ship_Mode,Ship_Date,Ship_id,_merge
3908,2010-08-03,MEDIUM,Ord_30,REGULAR AIR,2010-08-03,SHP_40,both
4132,2011-05-28,NOT SPECIFIED,Ord_31,REGULAR AIR,2011-05-30,SHP_41,both
4612,2010-09-19,MEDIUM,Ord_32,REGULAR AIR,2010-09-21,SHP_42,both
4676,2011-08-31,HIGH,Ord_33,,,,left_only
5284,2011-08-07,NOT SPECIFIED,Ord_34,REGULAR AIR,2011-10-07,SHP_46,both
5316,2009-01-30,CRITICAL,Ord_35,REGULAR AIR,2009-01-02,SHP_47,both
5409,2012-08-01,LOW,Ord_36,REGULAR AIR,2012-01-13,SHP_48,both
5506,2010-07-11,CRITICAL,Ord_37,REGULAR AIR,2010-08-11,SHP_49,both
5569,2010-04-29,NOT SPECIFIED,Ord_38,REGULAR AIR,2010-01-05,SHP_50,both
5607,2011-12-31,NOT SPECIFIED,Ord_39,REGULAR AIR,2012-03-01,SHP_51,both
5894,2009-12-08,HIGH,Ord_40,,,,left_only
5925,2011-12-11,LOW,Ord_41,REGULAR AIR,2011-11-19,SHP_54,both
6016,2012-01-20,HIGH,Ord_42,REGULAR AIR,2012-01-20,SHP_55,both
6116,2009-03-20,MEDIUM,Ord_43,,,,left_only
6182,2012-07-21,LOW,Ord_44,,,,left_only
6535,2012-12-06,CRITICAL,Ord_45,EXPRESS AIR,2012-06-15,SHP_59,both
6884,2009-01-15,LOW,Ord_46,REGULAR AIR,2009-01-20,SHP_60,both
6916,2010-04-06,LOW,Ord_47,EXPRESS AIR,2010-08-06,SHP_61,both
6980,2010-02-18,NOT SPECIFIED,Ord_48,REGULAR AIR,2010-02-19,SHP_62,both
6982,2011-11-16,NOT SPECIFIED,Ord_49,,,,left_only
7110,2011-07-08,LOW,Ord_50,REGULAR AIR,2011-11-08,SHP_66,both
7430,2010-08-06,MEDIUM,Ord_51,REGULAR AIR,2010-09-06,SHP_67,both
7906,2009-10-17,MEDIUM,Ord_52,REGULAR AIR,2009-10-17,SHP_68,both
8391,2011-08-28,HIGH,Ord_53,DELIVERY TRUCK,2011-08-29,SHP_69,both
8419,2011-09-29,CRITICAL,Ord_54,,,,left_only
8833,2012-04-05,LOW,Ord_55,REGULAR AIR,2012-08-05,SHP_72,both
8995,2011-05-17,HIGH,Ord_56,,,,left_only
9126,2009-11-17,MEDIUM,Ord_57,REGULAR AIR,2009-11-18,SHP_76,both
9127,2011-10-10,NOT SPECIFIED,Ord_58,EXPRESS AIR,2011-12-10,SHP_77,both
9509,2012-07-10,NOT SPECIFIED,Ord_59,,,,left_only
9763,2011-08-13,MEDIUM,Ord_60,REGULAR AIR,2011-08-16,SHP_81,both
9927,2011-08-16,HIGH,Ord_61,,,,left_only
10022,2009-04-03,LOW,Ord_62,REGULAR AIR,2009-04-03,SHP_85,both
10437,2009-08-18,CRITICAL,Ord_63,REGULAR AIR,2009-08-20,SHP_86,both
10499,2010-11-16,NOT SPECIFIED,Ord_64,DELIVERY TRUCK,2010-11-17,SHP_87,both
10535,2011-05-27,LOW,Ord_65,,,,left_only
10789,2010-08-23,NOT SPECIFIED,Ord_66,EXPRESS AIR,2010-08-24,SHP_90,both
10791,2011-08-19,NOT SPECIFIED,Ord_67,REGULAR AIR,2011-08-21,SHP_91,both
10945,2012-03-01,MEDIUM,Ord_68,REGULAR AIR,2012-05-01,SHP_92,both
11137,2012-11-29,HIGH,Ord_69,REGULAR AIR,2012-11-30,SHP_93,both
11202,2012-03-17,MEDIUM,Ord_70,REGULAR AIR,2012-03-18,SHP_94,both
11456,2010-12-04,LOW,Ord_71,REGULAR AIR,2010-04-19,SHP_95,both
11460,2010-08-24,HIGH,Ord_72,REGULAR AIR,2010-08-26,SHP_96,both
11495,2011-04-07,HIGH,Ord_73,DELIVERY TRUCK,2011-05-07,SHP_97,both
11911,2010-10-11,CRITICAL,Ord_74,REGULAR AIR,2010-12-11,SHP_98,both
11941,2010-06-24,CRITICAL,Ord_75,,,,left_only
12096,2012-09-19,MEDIUM,Ord_76,,,,left_only
12289,2011-12-24,LOW,Ord_77,REGULAR AIR,2011-12-28,SHP_103,both
12352,2012-03-23,MEDIUM,Ord_78,REGULAR AIR,2012-03-24,SHP_104,both
12419,2011-10-15,CRITICAL,Ord_79,REGULAR AIR,2011-10-17,SHP_105,both
12485,2010-07-08,CRITICAL,Ord_80,DELIVERY TRUCK,2010-08-08,SHP_106,both
12544,2009-03-03,LOW,Ord_81,REGULAR AIR,2009-10-03,SHP_107,both
12704,2010-09-02,LOW,Ord_82,,,,left_only
12771,2009-01-17,CRITICAL,Ord_83,,,,left_only
12929,2010-08-30,CRITICAL,Ord_84,,,,left_only
13280,2009-11-09,HIGH,Ord_85,REGULAR AIR,2009-12-09,SHP_114,both
13313,2009-07-16,NOT SPECIFIED,Ord_86,,,,left_only
13346,2012-11-15,LOW,Ord_87,REGULAR AIR,2012-11-20,SHP_116,both
13702,2011-10-09,LOW,Ord_88,REGULAR AIR,2011-09-14,SHP_117,both
13795,2011-10-04,NOT SPECIFIED,Ord_89,,,,left_only
14116,2011-09-10,HIGH,Ord_90,,,,left_only
14372,2012-10-23,CRITICAL,Ord_91,DELIVERY TRUCK,2012-10-25,SHP_123,both
14726,2012-08-01,LOW,Ord_92,REGULAR AIR,2012-08-01,SHP_124,both
14819,2010-01-25,NOT SPECIFIED,Ord_93,,,,left_only
15106,2011-01-27,NOT SPECIFIED,Ord_94,,,,left_only
15108,2009-08-27,HIGH,Ord_95,REGULAR AIR,2009-08-29,SHP_129,both
15205,2011-03-17,CRITICAL,Ord_96,,,,left_only
15591,2012-06-06,CRITICAL,Ord_97,REGULAR AIR,2012-08-06,SHP_132,both
15907,2011-11-04,HIGH,Ord_98,,,,left_only
15937,2012-06-11,LOW,Ord_99,,,,left_only
16039,2012-05-16,HIGH,Ord_100,REGULAR AIR,2012-05-17,SHP_138,both
16193,2012-09-04,NOT SPECIFIED,Ord_101,REGULAR AIR,2012-11-04,SHP_139,both
16423,2012-05-08,MEDIUM,Ord_102,REGULAR AIR,2012-07-08,SHP_140,both
16451,2009-07-22,NOT SPECIFIED,Ord_103,REGULAR AIR,2009-07-23,SHP_141,both
16545,2010-09-05,NOT SPECIFIED,Ord_104,REGULAR AIR,2010-11-05,SHP_142,both
16547,2009-02-18,NOT SPECIFIED,Ord_105,,,,left_only
16706,2012-06-27,HIGH,Ord_106,,,,left_only
16741,2010-09-30,MEDIUM,Ord_107,REGULAR AIR,2010-01-10,SHP_147,both
16932,2010-04-15,CRITICAL,Ord_108,,,,left_only
17283,2011-09-14,NOT SPECIFIED,Ord_109,DELIVERY TRUCK,2011-09-15,SHP_150,both
17286,2010-09-21,HIGH,Ord_110,DELIVERY TRUCK,2010-09-22,SHP_151,both
17409,2010-08-17,NOT SPECIFIED,Ord_111,REGULAR AIR,2010-08-19,SHP_152,both
17764,2009-09-16,LOW,Ord_112,REGULAR AIR,2009-09-16,SHP_153,both
18080,2009-06-22,HIGH,Ord_113,DELIVERY TRUCK,2009-06-23,SHP_154,both
18113,2012-08-28,NOT SPECIFIED,Ord_114,DELIVERY TRUCK,2012-08-30,SHP_155,both
18144,2011-07-06,CRITICAL,Ord_115,REGULAR AIR,2011-09-06,SHP_156,both
18308,2009-09-10,NOT SPECIFIED,Ord_116,,,,left_only
18887,2010-05-12,NOT SPECIFIED,Ord_117,REGULAR AIR,2010-07-12,SHP_160,both
19010,2009-07-06,LOW,Ord_118,REGULAR AIR,2009-09-06,SHP_161,both
19078,2009-07-27,CRITICAL,Ord_119,REGULAR AIR,2009-07-28,SHP_162,both
19138,2011-05-09,LOW,Ord_120,EXPRESS AIR,2011-10-09,SHP_163,both
19655,2009-11-01,HIGH,Ord_121,REGULAR AIR,2009-12-01,SHP_164,both
19686,2010-08-15,MEDIUM,Ord_122,,,,left_only
20007,2009-05-08,NOT SPECIFIED,Ord_123,REGULAR AIR,2009-06-08,SHP_167,both
20071,2011-09-17,MEDIUM,Ord_124,DELIVERY TRUCK,2011-09-19,SHP_168,both
20160,2011-10-22,LOW,Ord_125,EXPRESS AIR,2011-10-24,SHP_169,both
20263,2009-11-14,MEDIUM,Ord_126,,,,left_only
21285,2010-03-07,MEDIUM,Ord_127,,,,left_only
21383,2009-01-30,LOW,Ord_128,REGULAR AIR,2009-04-02,SHP_174,both
21607,2012-03-15,NOT SPECIFIED,Ord_129,REGULAR AIR,2012-03-17,SHP_175,both
21636,2009-10-08,LOW,Ord_130,,,,left_only
21889,2010-01-04,LOW,Ord_131,,,,left_only
22151,2010-07-31,HIGH,Ord_132,,,,left_only
22342,2009-05-29,LOW,Ord_133,REGULAR AIR,2009-05-06,SHP_180,both
22469,2010-11-10,HIGH,Ord_134,REGULAR AIR,2010-10-13,SHP_181,both
22501,2010-05-18,HIGH,Ord_135,EXPRESS AIR,2010-05-19,SHP_182,both
22532,2011-08-02,CRITICAL,Ord_136,REGULAR AIR,2011-08-02,SHP_183,both
23264,2010-07-12,CRITICAL,Ord_137,REGULAR AIR,2010-09-12,SHP_184,both
23584,2012-12-03,CRITICAL,Ord_139,DELIVERY TRUCK,2012-03-14,SHP_186,both
24007,2010-08-26,LOW,Ord_140,,,,left_only
24038,2011-06-20,HIGH,Ord_141,,,,left_only
24097,2010-04-08,HIGH,Ord_142,,,,left_only
24128,2010-11-23,HIGH,Ord_143,REGULAR AIR,2010-11-25,SHP_192,both
24294,2009-02-08,NOT SPECIFIED,Ord_144,DELIVERY TRUCK,2009-03-08,SHP_193,both
24387,2011-10-08,CRITICAL,Ord_145,,,,left_only
24515,2010-06-05,CRITICAL,Ord_146,DELIVERY TRUCK,2010-08-05,SHP_196,both
24743,2012-06-28,LOW,Ord_147,,,,left_only
24871,2011-03-23,MEDIUM,Ord_148,REGULAR AIR,2011-03-24,SHP_199,both
25318,2011-11-19,CRITICAL,Ord_149,,,,left_only
25377,2012-11-26,LOW,Ord_150,DELIVERY TRUCK,2012-03-12,SHP_201,both
25634,2010-07-29,NOT SPECIFIED,Ord_151,,,,left_only
25733,2012-12-05,LOW,Ord_152,REGULAR AIR,2012-05-17,SHP_204,both
25767,2012-03-03,HIGH,Ord_153,,,,left_only
26023,2010-08-20,HIGH,Ord_154,REGULAR AIR,2010-08-21,SHP_207,both
26051,2010-06-27,NOT SPECIFIED,Ord_155,,,,left_only
26116,2012-10-29,CRITICAL,Ord_156,REGULAR AIR,2012-10-30,SHP_210,both
26182,2010-01-16,NOT SPECIFIED,Ord_157,,,,left_only
26272,2012-06-29,LOW,Ord_158,EXPRESS AIR,2012-08-07,SHP_212,both
26370,2011-08-08,NOT SPECIFIED,Ord_159,,,,left_only
26499,2010-02-21,MEDIUM,Ord_160,REGULAR AIR,2010-02-22,SHP_215,both
26531,2011-06-20,MEDIUM,Ord_161,REGULAR AIR,2011-06-22,SHP_216,both
26567,2009-04-09,CRITICAL,Ord_162,,,,left_only
26854,2009-06-21,NOT SPECIFIED,Ord_163,REGULAR AIR,2009-06-22,SHP_220,both
27109,2012-08-02,CRITICAL,Ord_164,REGULAR AIR,2012-10-02,SHP_221,both
27111,2009-11-03,HIGH,Ord_165,,,,left_only
27264,2011-04-06,LOW,Ord_166,REGULAR AIR,2011-06-06,SHP_225,both
27392,2012-02-03,LOW,Ord_167,REGULAR AIR,2012-11-03,SHP_226,both
27553,2011-12-08,MEDIUM,Ord_168,,,,left_only
27555,2009-01-09,CRITICAL,Ord_169,REGULAR AIR,2009-03-09,SHP_229,both
27680,2010-01-26,CRITICAL,Ord_170,REGULAR AIR,2010-01-27,SHP_230,both
27778,2011-02-09,CRITICAL,Ord_171,,,,left_only
27909,2012-07-02,CRITICAL,Ord_172,,,,left_only
28003,2011-03-19,CRITICAL,Ord_173,REGULAR AIR,2011-03-21,SHP_235,both
28035,2011-08-05,NOT SPECIFIED,Ord_174,REGULAR AIR,2011-10-05,SHP_236,both
28135,2009-09-25,CRITICAL,Ord_175,,,,left_only
28165,2012-09-07,NOT SPECIFIED,Ord_176,REGULAR AIR,2012-11-07,SHP_239,both
28289,2010-01-14,HIGH,Ord_177,REGULAR AIR,2010-01-15,SHP_240,both
28486,2009-08-26,HIGH,Ord_178,REGULAR AIR,2009-08-27,SHP_241,both
28675,2009-08-10,CRITICAL,Ord_179,REGULAR AIR,2009-09-10,SHP_242,both
28870,2011-10-11,HIGH,Ord_180,,,,left_only
28871,2012-04-15,HIGH,Ord_181,REGULAR AIR,2012-04-15,SHP_244,both
29030,2012-02-01,MEDIUM,Ord_182,REGULAR AIR,2012-03-01,SHP_245,both
29095,2011-08-03,NOT SPECIFIED,Ord_183,REGULAR AIR,2011-09-03,SHP_246,both
29287,2009-02-07,HIGH,Ord_184,,,,left_only
29510,2011-04-15,CRITICAL,Ord_185,DELIVERY TRUCK,2011-04-17,SHP_249,both
29795,2011-11-25,HIGH,Ord_186,,,,left_only
29861,2012-04-25,CRITICAL,Ord_187,REGULAR AIR,2012-04-26,SHP_252,both
30658,2011-03-26,MEDIUM,Ord_188,,,,left_only
30947,2010-07-14,LOW,Ord_189,REGULAR AIR,2010-07-18,SHP_255,both
31077,2010-10-23,NOT SPECIFIED,Ord_190,REGULAR AIR,2010-10-25,SHP_256,both
31111,2009-08-24,NOT SPECIFIED,Ord_191,REGULAR AIR,2009-08-26,SHP_257,both
31169,2011-09-06,LOW,Ord_192,REGULAR AIR,2011-06-13,SHP_258,both
31270,2012-11-23,MEDIUM,Ord_193,,,,left_only
31364,2009-01-05,NOT SPECIFIED,Ord_194,REGULAR AIR,2009-01-05,SHP_262,both
31393,2012-11-05,CRITICAL,Ord_195,,,,left_only
31492,2010-10-15,CRITICAL,Ord_196,,,,left_only
31558,2011-07-23,LOW,Ord_197,,,,left_only
31618,2011-11-07,CRITICAL,Ord_198,REGULAR AIR,2011-11-07,SHP_270,both
31684,2012-09-16,CRITICAL,Ord_199,,,,left_only
31781,2009-01-16,MEDIUM,Ord_200,REGULAR AIR,2009-01-17,SHP_273,both
32193,2010-10-20,LOW,Ord_201,,,,left_only
32229,2010-08-30,HIGH,Ord_202,,,,left_only
32743,2010-07-05,CRITICAL,Ord_203,REGULAR AIR,2010-09-05,SHP_278,both
33123,2010-11-24,MEDIUM,Ord_205,DELIVERY TRUCK,2010-11-26,SHP_280,both
33159,2012-04-27,MEDIUM,Ord_206,REGULAR AIR,2012-04-29,SHP_281,both
33186,2012-08-28,LOW,Ord_207,REGULAR AIR,2012-08-30,SHP_282,both
33377,2011-07-31,HIGH,Ord_208,,,,left_only
33444,2012-06-10,MEDIUM,Ord_209,,,,left_only
33703,2010-06-02,NOT SPECIFIED,Ord_210,,,,left_only
33734,2011-10-17,NOT SPECIFIED,Ord_211,REGULAR AIR,2011-10-18,SHP_289,both
33888,2009-08-20,NOT SPECIFIED,Ord_212,,,,left_only
33894,2010-06-14,CRITICAL,Ord_213,,,,left_only
33922,2010-02-27,NOT SPECIFIED,Ord_214,DELIVERY TRUCK,2010-02-27,SHP_297,both
34177,2009-08-15,HIGH,Ord_215,,,,left_only
34215,2011-05-14,HIGH,Ord_216,REGULAR AIR,2011-05-15,SHP_300,both
34246,2010-07-10,CRITICAL,Ord_217,,,,left_only
34631,2009-10-23,NOT SPECIFIED,Ord_218,,,,left_only
35047,2010-09-06,MEDIUM,Ord_219,REGULAR AIR,2010-11-06,SHP_305,both
35266,2011-10-01,NOT SPECIFIED,Ord_220,,,,left_only
35847,2009-01-30,CRITICAL,Ord_221,EXPRESS AIR,2009-01-30,SHP_308,both
36001,2011-03-28,LOW,Ord_222,,,,left_only
36134,2010-11-22,LOW,Ord_223,REGULAR AIR,2010-11-22,SHP_311,both
36135,2011-05-30,NOT SPECIFIED,Ord_224,REGULAR AIR,2011-05-31,SHP_312,both
36644,2012-05-13,HIGH,Ord_225,REGULAR AIR,2012-05-14,SHP_313,both
36646,2010-08-06,MEDIUM,Ord_226,EXPRESS AIR,2010-09-06,SHP_314,both
36707,2009-11-29,MEDIUM,Ord_227,REGULAR AIR,2009-11-30,SHP_315,both
37253,2012-01-09,HIGH,Ord_228,REGULAR AIR,2012-01-09,SHP_316,both
37541,2010-02-26,MEDIUM,Ord_229,,,,left_only
37634,2012-05-21,MEDIUM,Ord_230,REGULAR AIR,2012-05-22,SHP_319,both
37793,2009-08-11,NOT SPECIFIED,Ord_231,REGULAR AIR,2009-09-11,SHP_320,both
37860,2010-08-27,MEDIUM,Ord_232,REGULAR AIR,2010-08-29,SHP_321,both
38884,2012-08-17,HIGH,Ord_233,,,,left_only
39364,2012-09-11,HIGH,Ord_234,,,,left_only
39457,2011-02-06,CRITICAL,Ord_235,DELIVERY TRUCK,2011-02-06,SHP_326,both
39683,2011-10-08,HIGH,Ord_236,,,,left_only
39846,2009-02-27,LOW,Ord_237,,,,left_only
40036,2010-07-06,NOT SPECIFIED,Ord_238,REGULAR AIR,2010-08-06,SHP_331,both
40067,2012-02-17,LOW,Ord_239,REGULAR AIR,2012-02-19,SHP_332,both
40132,2012-02-23,LOW,Ord_240,,,,left_only
40160,2009-10-15,CRITICAL,Ord_241,REGULAR AIR,2009-10-16,SHP_335,both
40518,2009-03-13,CRITICAL,Ord_242,REGULAR AIR,2009-03-14,SHP_336,both
40804,2010-12-03,MEDIUM,Ord_243,DELIVERY TRUCK,2010-03-14,SHP_337,both
40902,2009-07-07,LOW,Ord_244,REGULAR AIR,2009-09-07,SHP_338,both
41063,2012-11-21,LOW,Ord_245,,,,left_only
41153,2009-02-03,MEDIUM,Ord_246,REGULAR AIR,2009-03-03,SHP_341,both
41184,2011-09-22,HIGH,Ord_247,REGULAR AIR,2011-09-24,SHP_342,both
41409,2011-07-21,NOT SPECIFIED,Ord_248,REGULAR AIR,2011-07-23,SHP_343,both
41696,2009-07-13,NOT SPECIFIED,Ord_249,EXPRESS AIR,2009-07-15,SHP_344,both
42209,2010-03-29,HIGH,Ord_250,,,,left_only
42561,2010-06-02,LOW,Ord_251,EXPRESS AIR,2010-08-02,SHP_347,both
42564,2012-12-09,LOW,Ord_252,DELIVERY TRUCK,2012-09-19,SHP_348,both
42695,2010-12-22,NOT SPECIFIED,Ord_253,REGULAR AIR,2010-12-24,SHP_349,both
42981,2009-05-30,CRITICAL,Ord_254,REGULAR AIR,2009-01-06,SHP_350,both
43109,2012-12-21,CRITICAL,Ord_255,REGULAR AIR,2012-12-22,SHP_351,both
43203,2012-02-14,NOT SPECIFIED,Ord_256,REGULAR AIR,2012-02-16,SHP_352,both
43236,2010-03-07,NOT SPECIFIED,Ord_257,REGULAR AIR,2010-05-07,SHP_353,both
43267,2011-05-16,CRITICAL,Ord_258,EXPRESS AIR,2011-05-18,SHP_354,both
43329,2010-07-03,MEDIUM,Ord_259,REGULAR AIR,2010-10-03,SHP_355,both
43330,2009-04-27,NOT SPECIFIED,Ord_260,REGULAR AIR,2009-04-28,SHP_356,both
43364,2012-07-04,HIGH,Ord_261,REGULAR AIR,2012-10-04,SHP_357,both
43392,2010-12-31,MEDIUM,Ord_262,REGULAR AIR,2011-02-01,SHP_358,both
43781,2010-02-02,NOT SPECIFIED,Ord_263,,,,left_only
44071,2012-04-15,NOT SPECIFIED,Ord_264,REGULAR AIR,2012-04-16,SHP_361,both
44519,2010-05-19,HIGH,Ord_265,,,,left_only
44708,2009-07-27,NOT SPECIFIED,Ord_266,REGULAR AIR,2009-07-28,SHP_364,both
44772,2009-03-31,NOT SPECIFIED,Ord_267,EXPRESS AIR,2009-02-04,SHP_365,both
44839,2012-11-06,CRITICAL,Ord_268,EXPRESS AIR,2012-06-13,SHP_366,both
45217,2010-01-09,NOT SPECIFIED,Ord_269,REGULAR AIR,2010-02-09,SHP_367,both
45440,2012-09-08,CRITICAL,Ord_270,DELIVERY TRUCK,2012-11-08,SHP_368,both
45766,2010-07-05,HIGH,Ord_271,,,,left_only
45861,2011-08-25,MEDIUM,Ord_272,REGULAR AIR,2011-08-25,SHP_371,both
45957,2010-09-21,CRITICAL,Ord_273,REGULAR AIR,2010-09-23,SHP_372,both
46912,2012-06-30,LOW,Ord_274,REGULAR AIR,2012-06-30,SHP_373,both
46980,2011-01-17,CRITICAL,Ord_275,REGULAR AIR,2011-01-17,SHP_374,both
47460,2010-10-10,CRITICAL,Ord_276,REGULAR AIR,2010-12-10,SHP_375,both
47462,2011-09-06,HIGH,Ord_277,REGULAR AIR,2011-11-06,SHP_376,both
47620,2012-06-26,LOW,Ord_278,REGULAR AIR,2012-05-07,SHP_377,both
47749,2010-03-16,MEDIUM,Ord_279,REGULAR AIR,2010-03-16,SHP_378,both
47873,2010-11-13,CRITICAL,Ord_280,REGULAR AIR,2010-11-15,SHP_379,both
47943,2009-11-14,MEDIUM,Ord_281,,,,left_only
48101,2011-12-09,HIGH,Ord_282,REGULAR AIR,2011-09-14,SHP_382,both
48295,2009-11-23,MEDIUM,Ord_283,REGULAR AIR,2009-11-25,SHP_383,both
48839,2010-10-07,CRITICAL,Ord_284,REGULAR AIR,2010-12-07,SHP_384,both
49154,2009-06-03,MEDIUM,Ord_285,REGULAR AIR,2009-07-03,SHP_385,both
49921,2011-02-17,LOW,Ord_286,,,,left_only
49952,2011-11-19,HIGH,Ord_287,EXPRESS AIR,2011-11-20,SHP_388,both
50117,2011-03-06,CRITICAL,Ord_288,REGULAR AIR,2011-05-06,SHP_389,both
50278,2010-05-25,HIGH,Ord_289,,,,left_only
50374,2009-05-30,NOT SPECIFIED,Ord_290,REGULAR AIR,2009-05-31,SHP_392,both
50565,2012-08-30,HIGH,Ord_291,REGULAR AIR,2012-08-30,SHP_393,both
50688,2011-12-16,CRITICAL,Ord_292,REGULAR AIR,2011-12-17,SHP_394,both
50754,2009-09-12,NOT SPECIFIED,Ord_293,REGULAR AIR,2009-10-12,SHP_395,both
50914,2012-03-07,CRITICAL,Ord_294,REGULAR AIR,2012-03-07,SHP_396,both
51169,2010-12-24,HIGH,Ord_295,REGULAR AIR,2010-12-26,SHP_397,both
51938,2011-05-17,LOW,Ord_296,REGULAR AIR,2011-05-21,SHP_398,both
51970,2012-11-01,NOT SPECIFIED,Ord_297,DELIVERY TRUCK,2012-01-13,SHP_399,both
51971,2011-03-10,NOT SPECIFIED,Ord_298,REGULAR AIR,2011-05-10,SHP_400,both
52193,2010-05-03,NOT SPECIFIED,Ord_299,,,,left_only
52321,2011-05-11,HIGH,Ord_300,,,,left_only
52386,2009-05-01,HIGH,Ord_301,DELIVERY TRUCK,2009-07-01,SHP_405,both
52807,2010-11-25,MEDIUM,Ord_302,REGULAR AIR,2010-11-27,SHP_406,both
52929,2011-08-04,HIGH,Ord_303,,,,left_only
52964,2010-03-31,CRITICAL,Ord_304,REGULAR AIR,2010-01-04,SHP_409,both
53156,2012-10-03,NOT SPECIFIED,Ord_305,REGULAR AIR,2012-11-03,SHP_410,both
53511,2009-02-20,MEDIUM,Ord_306,,,,left_only
53797,2009-01-10,CRITICAL,Ord_307,DELIVERY TRUCK,2009-01-10,SHP_413,both
53990,2012-01-11,NOT SPECIFIED,Ord_308,REGULAR AIR,2012-02-11,SHP_414,both
54083,2011-07-21,HIGH,Ord_309,DELIVERY TRUCK,2011-07-23,SHP_415,both
54274,2010-11-23,NOT SPECIFIED,Ord_310,REGULAR AIR,2010-11-25,SHP_416,both
54276,2010-06-02,NOT SPECIFIED,Ord_311,REGULAR AIR,2010-07-02,SHP_417,both
54528,2011-04-01,MEDIUM,Ord_312,,,,left_only
54567,2009-02-08,MEDIUM,Ord_313,REGULAR AIR,2009-04-08,SHP_419,both
54628,2010-05-06,HIGH,Ord_314,REGULAR AIR,2010-06-06,SHP_420,both
55298,2009-02-08,CRITICAL,Ord_315,DELIVERY TRUCK,2009-03-08,SHP_421,both
55363,2010-12-28,HIGH,Ord_316,REGULAR AIR,2010-12-30,SHP_422,both
55366,2012-10-10,CRITICAL,Ord_317,REGULAR AIR,2012-11-10,SHP_423,both
55715,2011-02-04,CRITICAL,Ord_318,EXPRESS AIR,2011-04-04,SHP_424,both
55875,2009-11-25,CRITICAL,Ord_319,,,,left_only
56453,2012-11-04,CRITICAL,Ord_320,DELIVERY TRUCK,2012-12-04,SHP_427,both
57127,2010-02-16,LOW,Ord_321,REGULAR AIR,2010-02-18,SHP_428,both
57344,2010-09-24,HIGH,Ord_322,REGULAR AIR,2010-09-26,SHP_429,both
57509,2009-02-21,LOW,Ord_323,,,,left_only
57600,2012-11-11,CRITICAL,Ord_324,REGULAR AIR,2012-11-13,SHP_432,both
58055,2011-10-27,CRITICAL,Ord_325,REGULAR AIR,2011-10-29,SHP_433,both
58144,2009-12-16,LOW,Ord_326,REGULAR AIR,2009-12-23,SHP_434,both
58150,2010-07-05,CRITICAL,Ord_327,REGULAR AIR,2010-07-05,SHP_435,both
58340,2011-08-01,MEDIUM,Ord_328,REGULAR AIR,2011-09-01,SHP_436,both
58368,2012-09-07,HIGH,Ord_329,,,,left_only
58434,2009-09-03,HIGH,Ord_330,REGULAR AIR,2009-10-03,SHP_440,both
58626,2011-12-30,HIGH,Ord_331,,,,left_only
58688,2009-03-29,NOT SPECIFIED,Ord_332,REGULAR AIR,2009-03-31,SHP_444,both
59045,2011-02-13,CRITICAL,Ord_333,REGULAR AIR,2011-02-15,SHP_445,both
59047,2011-01-28,NOT SPECIFIED,Ord_334,,,,left_only
59202,2012-08-09,MEDIUM,Ord_335,,,,left_only
